ID_TEMPERATURA,FECHA,AÑO,TEMPERATURA_MEDIA,VV_MAXIMA,VV_MEDIA,ID_INCENDIO,CLAVE,ESTADO,MUNICIPIO,COORDENADA_1,COORDENADA_2,COORDENADAS_REFERENCIA,COORDENADAS,CAUSA,TIPO_VEGETACION,TIPO_INCENDIO,FECHA_INICIO,FECHA_EXT,HECTAREAS,TIPO_IMPACTO,DETECCION,LLEGADA,DURACION,COSTOS,FECHA,HORA,CO,MAX(CO),MIN(CO),AVG(CO),NO2,MAX(NO2),MIN(NO2),AVG(NO2),O3,MAX(O3),MIN(O3),AVG(O3),PM10,MAX(PM10),MIN(PM10),AVG(PM10),SO2,MAX(SO2),MIN(SO2),AVG(SO2),BANDERA_INCENDIO
5825,01/01/2012,2012,18,14.8,3.9,,,,,,,,,,,,,,,,,,,,01/01/2012,00:00:00,0.52,3.04,0.21,1.118333323,0.021,0.052,0.008,0.022333333,0.016,0.079,0.005,0.030250001,14.3,54.5,12.4,27.30833332,0.004,0.005,0,0.0015,0
5826,02/01/2012,2012,18,35.2,14.8,,,,,,,,,,,,,,,,,,,,02/01/2012,00:00:00,0.24,0.71,0.23,0.3825,0.01,0.026,0.004,0.010125,0.04,0.044,0.012,0.033208333,18.9,28.7,7.3,13.5583334,0,0,0,0,0
5827,03/01/2012,2012,14,24.1,7.6,,,,,,,,,,,,,,,,,,,,03/01/2012,00:00:00,0.22,2.66,0.22,0.699166672,0.005,0.045,0.003,0.016375,0.032,0.05,0.004,0.0285,13.3,50.6,3.2,14.05416668,0,0.005,0,0.0005,0
5828,04/01/2012,2012,13,29.4,3.7,,,,,,,,,,,,,,,,,,,,04/01/2012,00:00:00,1.58,1.81,0.1,0.637500003,0.036,0.053,0.007,0.023416666,0.005,0.065,0.004,0.026291667,39.6,43.2,4.2,17.61249999,0.002,0.005,0,0.001208333,0
5829,05/01/2012,2012,12,11.1,2.4,,,,,,,,,,,,,,,,,,,,05/01/2012,00:00:00,0.49,3.72,0.27,0.992083322,0.036,0.051,0.007,0.02875,0.007,0.089,0.004,0.029833333,13.4,57.7,10.3,22.09166638,0,0.014,0,0.002666667,0
5830,06/01/2012,2012,14,25.9,3.3,,,,,,,,,,,,,,,,,,,,06/01/2012,00:00:00,0.51,1.75,0.13,0.594166671,0.026,0.064,0.007,0.029041667,0.025,0.064,0.005,0.025333334,11.7,36,6.7,16.14166667,0.001,0.005,0,0.001,0
5831,07/01/2012,2012,12,9.4,1.9,,,,,,,,,,,,,,,,,,,,07/01/2012,00:00:00,1.39,1.84,0.4,0.880000004,0.04,0.045,0.015,0.031166667,0.005,0.093,0.004,0.033083333,26.9,32.8,12.5,21.44583329,0.002,0.005,0.001,0.001791667,0
5832,08/01/2012,2012,14,25.9,5,,,,,,,,,,,,,,,,,,,,08/01/2012,00:00:00,0.61,2.14,0.25,0.664583339,0.034,0.041,0.008,0.021208334,0.019,0.074,0.004,0.033,16.7,37.6,5.6,16.39166645,0.002,0.004,0,0.001666667,0
5833,09/01/2012,2012,13,14.8,4.3,,,,,,,,,,,,,,,,,,,,09/01/2012,00:00:00,0.23,1.63,0.23,0.642499996,0.009,0.029,0.007,0.019791667,0.04,0.043,0.004,0.022083333,15.1,25.4,8,13.58750002,0.001,0.004,0,0.001375,0
5834,10/01/2012,2012,13,14.8,2.4,,,,,,,,,,,,,,,,,,,,10/01/2012,00:00:00,0.74,3.23,0.22,0.978749999,0.026,0.049,0.008,0.02525,0.008,0.039,0.004,0.014666667,16.1,49,2,17.52083329,0.001,0.011,0,0.002291667,0
5835,11/01/2012,2012,13,25.9,3.7,,,,,,,,,,,,,,,,,,,,11/01/2012,00:00:00,1.07,2.54,0.15,0.856250009,0.029,0.047,0.006,0.026458333,0.004,0.066,0.004,0.021375,15.2,34.8,0,17.37499992,0.001,0.006,0,0.002333333,0
5836,12/01/2012,2012,14,25.9,3.7,,,,,,,,,,,,,,,,,,,,12/01/2012,00:00:00,0.33,2.49,0.2,0.755416672,0.024,0.073,0.008,0.027291667,0.017,0.079,0.004,0.028,11.8,33.1,0,16.82083333,0,0.007,0,0.002541667,0
5837,13/01/2012,2012,17,29.4,5.2,,,,,,,,,,,,,,,,,,,,13/01/2012,00:00:00,0.33,2.43,0.32,0.89791668,0.02,0.067,0.006,0.028125,0.022,0.073,0.004,0.024125,10.1,46.6,6,20.75833337,0.001,0.01,0,0.002125,0
5838,14/01/2012,2012,17,14.8,4.3,,,,,,,,,,,,,,,,,,,,14/01/2012,00:00:00,0.5,1.89,0.3,0.822499993,0.017,0.043,0.014,0.027125,0.024,0.049,0.005,0.020625,10.4,37,7.8,19.23333323,0,0.005,0,0.001291667,0
5839,15/01/2012,2012,14,14.8,2,,,,,,,,,,,,,,,,,,,,15/01/2012,00:00:00,0.77,2.37,0.37,0.997083326,0.035,0.058,0.008,0.026958334,0.009,0.085,0.004,0.030166666,16.9,42.8,14.3,22.07916661,0.001,0.006,0.001,0.003083333,0
5840,16/01/2012,2012,16,7.6,2.4,,,,,,,,,,,,,,,,,,,,16/01/2012,00:00:00,0.52,2.43,0.25,0.944166675,0.023,0.057,0.01,0.029791667,0.035,0.072,0.005,0.028583333,16,38.4,5.8,18.4000001,0.001,0.008,0,0.001208333,0
5841,17/01/2012,2012,16,11.1,3,,,,,,,,,,,,,,,,,,,,17/01/2012,00:00:00,0.62,3.1,0,0.558333327,0.02,0.054,0.007,0.023208333,0.022,0.087,0.004,0.031458334,13.1,43.1,6.5,15.5624999,0.001,0.008,0,0.001791667,0
5842,18/01/2012,2012,16,22.2,3.7,,,,,,,,,,,,,,,,,,,,18/01/2012,00:00:00,0.1,2.98,0.1,0.73583333,0.015,0.049,0.009,0.027083333,0.025,0.093,0.004,0.035875,7,44.6,7,21.73333309,0,0.009,0,0.003,0
5843,19/01/2012,2012,17,14.8,2.8,,,,,,,,,,,,,,,,,,,,19/01/2012,00:00:00,0.19,3.61,0.19,0.955416652,0.014,0.118,0.011,0.034125,0.028,0.098,0.005,0.0275,7.1,75.8,7.1,24.78333364,0,0.018,0,0.003125,0
5844,20/01/2012,2012,17,27.8,6.9,598,1,JALISCO,ZAPOPAN,1033435,204258,1033435-204258,103 34 35  -  20 42 58,FOGATASDEPASEANTES,PASTIZALNATURAL,SUPERFICIAL,20/01/2012,20/01/2012,0,,,,,0,20/01/2012,00:00:00,0.34,2.32,0.1,0.790833327,0.022,0.046,0.006,0.02375,0.016,0.064,0.004,0.020750001,11,31.8,2.8,16.81249993,0.002,0.006,0,0.001708333,1
5845,21/01/2012,2012,16,16.5,3.7,599,1,JALISCO,ZAPOPAN,10328371,203797,10328371-203797,103 28 37.1  -  20 37 9.7,QUEMADEBASUREROS,PASTIZALNATURAL,SUPERFICIAL,21/01/2012,21/01/2012,0,,,,,0,21/01/2012,00:00:00,0.53,3.43,0.27,1.279166682,0.02,0.067,0.007,0.03,0.012,0.105,0.004,0.028416666,13.4,62.3,7.5,24,0.002,0.017,0,0.004,1
5846,22/01/2012,2012,18,13,5.7,600,1,JALISCO,ZAPOPAN,1032736,20390,1032736-20390,103 27 36  -  20 39 0,FUMADORES,MATORRALDECONIFERAS,SUPERFICIAL,22/01/2012,22/01/2012,0,,,,,0,22/01/2012,00:00:00,0.45,2.61,0.18,0.908749993,0.019,0.036,0.003,0.020166667,0.022,0.056,0.004,0.024791667,10.9,25,1.2,13.27500001,0.001,0.005,0,0.001791667,1
5847,23/01/2012,2012,17,9.4,2.6,,,,,,,,,,,,,,,,,,,,23/01/2012,00:00:00,0.64,2.8,0.23,0.765833334,0.029,0.053,0.009,0.024708334,0.011,0.091,0.005,0.031833333,15.8,50,7.4,18.99166677,0.002,0.013,0.001,0.003208333,0
5848,24/01/2012,2012,17,25.9,6.3,,,,,,,,,,,,,,,,,,,,24/01/2012,00:00:00,0.66,2.25,0.31,0.68958333,0.021,0.05,0.008,0.02125,0.023,0.052,0.005,0.024583333,23.1,38.1,6,19.90416666,0.003,0.009,0.001,0.002291667,0
5849,25/01/2012,2012,16,29.4,8,,,,,,,,,,,,,,,,,,,,25/01/2012,00:00:00,0.4,1.63,0.22,0.495,0.012,0.037,0.007,0.01675,0.029,0.053,0.005,0.026916666,14,38.9,9,16.4666667,0.001,0.005,0,0.001333333,0
5850,26/01/2012,2012,14,14.8,3.7,601,1,JALISCO,ZAPOPAN,1032736,20390,1032736-20390,103 27 36  -  20 39 0,FUMADORES,PASTIZALNATURAL,SUPERFICIAL,26/01/2012,26/01/2012,0,,,,,0,26/01/2012,00:00:00,0.5,2.24,0.34,0.798333332,0.025,0.068,0.015,0.029666667,0.012,0.108,0.005,0.036083334,13.4,36.8,12.7,23.16666647,0.001,0.005,0,0.001333333,1
5851,27/01/2012,2012,14,16.5,4.3,602,1,JALISCO,ZAPOPAN,10328202,2042293,10328202-2042293,103 28 20.2  -  20 42 29.3,FUMADORES,PASTIZALNATURAL,SUPERFICIAL,27/01/2012,27/01/2012,0,,,,,0,27/01/2012,00:00:00,1.14,1.46,0.29,0.735833337,0.053,0.053,0.007,0.027666667,0.005,0.075,0.005,0.027583333,25.3,39.6,11.8,20.60416639,0.002,0.003,0,0.001125,1
5852,28/01/2012,2012,15,14.8,3.1,,,,,,,,,,,,,,,,,,,,28/01/2012,00:00:00,0.33,1.61,0.24,0.607083331,0.009,0.056,0.008,0.02225,0.039,0.065,0.005,0.030708333,18.6,32.9,4.6,17.37083342,0,0.005,0,0.00125,0
5853,29/01/2012,2012,14,13,4.3,,,,,,,,,,,,,,,,,,,,29/01/2012,00:00:00,0.31,1.41,0.28,0.499166665,0.016,0.031,0.009,0.016666667,0.032,0.059,0.005,0.030666667,13,28.7,4.3,17.37083336,0,0.003,0,0.000791667,0
5854,30/01/2012,2012,15,11.1,3.7,,,,,,,,,,,,,,,,,,,,30/01/2012,00:00:00,0.29,1.27,0.29,0.662083336,0.011,0.027,0.009,0.018333334,0.029,0.039,0.005,0.020916667,13.5,18.1,7.8,13.19166672,0.002,0.002,0,0.000666667,0
5855,31/01/2012,2012,14,11.1,1.9,,,,,,,,,,,,,,,,,,,,31/01/2012,00:00:00,0.72,1.57,0.35,0.709583335,0.026,0.052,0.011,0.022791667,0.005,0.049,0.005,0.019666667,12,34.6,6.4,14.13749983,0,0.002,0,0.000708333,0
5856,01/02/2012,2012,16,13,4.1,,,,,,,,,,,,,,,,,,,,01/02/2012,00:00:00,0.79,1.82,0.31,0.759583342,0.031,0.042,0.014,0.024208333,0.005,0.079,0.004,0.026208333,15.6,38.7,6.5,16.02500002,0.002,0.004,0.001,0.001625,0
5857,02/02/2012,2012,16,13,4.4,,,,,,,,,,,,,,,,,,,,02/02/2012,00:00:00,1.01,2.31,0.22,0.811666664,0.028,0.054,0.008,0.022375,0.004,0.058,0.004,0.021625,22,34.4,3.3,16.71666669,0.003,0.007,0.001,0.002083333,0
5858,03/02/2012,2012,18,14.8,4.6,,,,,,,,,,,,,,,,,,,,03/02/2012,00:00:00,0.23,1.74,0.12,0.490000006,0.009,0.037,0.006,0.018,0.029,0.057,0.004,0.02225,7.3,28.5,0,12.90833332,0.001,0.006,0.001,0.001583333,0
5859,04/02/2012,2012,17,18.3,5,,,,,,,,,,,,,,,,,,,,04/02/2012,00:00:00,0.2,2.29,0.19,0.858333336,0.013,0.076,0.006,0.02325,0.023,0.068,0.004,0.026333334,5.3,44.8,2,15.64166662,0.001,0.01,0.001,0.00225,0
5860,05/02/2012,2012,17,35.2,5.6,,,,,,,,,,,,,,,,,,,,05/02/2012,00:00:00,0.38,2.08,0.28,0.757083329,0.022,0.036,0.008,0.01925,0.016,0.067,0.004,0.025416667,6.5,24.8,2.8,12.5541667,0.001,0.005,0.001,0.001666667,0
5861,06/02/2012,2012,16,14.8,3.7,,,,,,,,,,,,,,,,,,,,06/02/2012,00:00:00,0.39,1.08,0.16,0.449583333,0.018,0.035,0.007,0.019208333,0.015,0.069,0.005,0.026958333,10.8,35.8,1.7,12.82916671,0.001,0.004,0.001,0.001416667,0
5862,07/02/2012,2012,17,18.3,3.7,,,,,,,,,,,,,,,,,,,,07/02/2012,00:00:00,0.25,1.42,0.23,0.604166665,0.011,0.034,0.006,0.019791667,0.032,0.055,0.005,0.023916667,9.5,31,2,13.9,0.001,0.005,0.001,0.001666667,0
5863,08/02/2012,2012,14,46.5,6.3,,,,,,,,,,,,,,,,,,,,08/02/2012,00:00:00,1.2,1.86,0.29,0.663750007,0.033,0.033,0.011,0.018875,0.005,0.056,0.004,0.025,27.4,33.2,6.8,17.06250004,0.002,0.003,0.001,0.001333333,0
5864,09/02/2012,2012,13,31.3,8.1,,,,,,,,,,,,,,,,,,,,09/02/2012,00:00:00,0.42,1.27,0.42,0.682500001,0.016,0.026,0.009,0.019291667,0.028,0.058,0.005,0.023833333,5.8,22.6,2.6,12.49166677,0.001,0.002,0.001,0.001125,0
5865,10/02/2012,2012,13,13,6.3,,,,,,,,,,,,,,,,,,,,10/02/2012,00:00:00,0.58,2.13,0.34,0.881249995,0.022,0.033,0.006,0.023875,0.016,0.032,0.004,0.012708333,10.4,19.7,1.9,11.375,0.002,0.002,0.001,0.001083333,0
5866,11/02/2012,2012,12,14.8,4.8,,,,,,,,,,,,,,,,,,,,11/02/2012,00:00:00,1.03,1.03,0.28,0.476666665,0.027,0.027,0.009,0.014583333,0.005,0.026,0.005,0.018416667,10.6,10.6,0,4.604166701,0.001,0.001,0.001,0.001,0
5867,12/02/2012,2012,13,13,3.1,,,,,,,,,,,,,,,,,,,,12/02/2012,00:00:00,0.3,0.73,0.19,0.469166669,0.01,0.02,0.006,0.011666667,0.023,0.028,0.01,0.020958334,2.7,13.2,1.3,6.283333346,0.001,0.001,0.001,0.001,0
5868,13/02/2012,2012,16,13,4.1,,,,,,,,,,,,,,,,,,,,13/02/2012,00:00:00,0.47,1.83,0.2,0.485000001,0.012,0.025,0.006,0.013541667,0.02,0.029,0.006,0.016875,3.7,30.1,0,8.029166659,0.001,0.002,0.001,0.001041667,0
5869,14/02/2012,2012,16,13,3.7,,,,,,,,,,,,,,,,,,,,14/02/2012,00:00:00,0.26,1.68,0.26,0.657499996,0.012,0.021,0.006,0.01175,0.018,0.024,0.006,0.015166667,6.2,16.6,0,7.462500016,0.001,0.002,0.001,0.001083333,0
5870,15/02/2012,2012,17,33.5,5.9,,,,,,,,,,,,,,,,,,,,15/02/2012,00:00:00,0.45,1.54,0.18,0.610833331,0.011,0.029,0.006,0.016291667,0.014,0.033,0.005,0.01575,6.3,22.1,2,8.975000024,0.001,0.003,0.001,0.001208333,0
5871,16/02/2012,2012,15,13,5.2,,,,,,,,,,,,,,,,,,,,16/02/2012,00:00:00,0.6,2.09,0.31,0.872916665,0.019,0.049,0.01,0.021916667,0.012,0.024,0.005,0.015125,4.3,31.6,0,10.93750001,0.001,0.002,0.001,0.001208333,0
5872,17/02/2012,2012,16,29.4,5.6,,,,,,,,,,,,,,,,,,,,17/02/2012,00:00:00,1.47,2.62,0.1,0.625416664,0.02,0.022,0.006,0.013666667,0.005,0.053,0.005,0.023541667,11.5,23.7,0,8.583333393,0.002,0.005,0.001,0.001333333,0
5873,18/02/2012,2012,18,18.3,6.3,,,,,,,,,,,,,,,,,,,,18/02/2012,00:00:00,0.25,0.88,0.1,0.321666664,0.013,0.029,0.005,0.013458333,0.027,0.058,0.009,0.032375,7.9,21.4,0,6.991666645,0.001,0.002,0.001,0.001083333,0
5874,19/02/2012,2012,16,20.6,3.9,,,,,,,,,,,,,,,,,,,,19/02/2012,00:00:00,0.21,1.44,0.15,0.573333332,0.013,0.031,0.006,0.017375,0.033,0.077,0.007,0.03475,7.1,17,0,10.28750004,0.001,0.002,0.001,0.001333333,0
5875,20/02/2012,2012,17,22.2,4.3,,,,,,,,,,,,,,,,,,,,20/02/2012,00:00:00,0.38,2.3,0.23,0.715000008,0.027,0.08,0.006,0.024791667,0.026,0.074,0.008,0.03575,6.4,37.3,2.9,12.64583323,0.003,0.005,0.001,0.001583333,0
5876,21/02/2012,2012,19,25.9,5.2,,,,,,,,,,,,,,,,,,,,21/02/2012,00:00:00,0.46,2.31,0.28,0.699166661,0.014,0.048,0.006,0.018125,0.029,0.077,0.005,0.039875,12.8,39.2,6.5,16.50833346,0.002,0.005,0.001,0.002125,0
5877,22/02/2012,2012,19,11.1,3.7,,,,,,,,,,,,,,,,,,,,22/02/2012,00:00:00,0.34,2.22,0.25,0.687083334,0.007,0.046,0.007,0.018791667,0.045,0.103,0.007,0.047458333,10,26.3,4.5,13.79166667,0.001,0.003,0.001,0.00125,0
5878,23/02/2012,2012,19,33.5,8,,,,,,,,,,,,,,,,,,,,23/02/2012,00:00:00,0.31,1.26,0.23,0.411250003,0.01,0.024,0.005,0.010875,0.046,0.064,0.011,0.045333333,9.9,24.4,0,10.65416668,0.001,0.002,0.001,0.001041667,0
5879,24/02/2012,2012,18,29.4,7.8,,,,,,,,,,,,,,,,,,,,24/02/2012,00:00:00,0.34,1.34,0.24,0.506666672,0.012,0.023,0.006,0.013958333,0.034,0.064,0.013,0.039041667,8.5,22.1,0,8.850000009,0.001,0.002,0.001,0.001083333,0
5880,25/02/2012,2012,17,14.8,3.7,,,,,,,,,,,,,,,,,,,,25/02/2012,00:00:00,0.32,1.35,0.32,0.615000002,0.013,0.02,0.006,0.015333333,0.038,0.094,0.015,0.049541667,10.6,24.5,0,12.43749992,0.001,0.002,0.001,0.001166667,0
5881,26/02/2012,2012,18,18.3,3.1,,,,,,,,,,,,,,,,,,,,26/02/2012,00:00:00,0.4,0.83,0.16,0.347083333,0.011,0.024,0.005,0.014666667,0.058,0.086,0.014,0.051125,16.5,20.5,1.8,12.15416665,0.001,0.003,0.001,0.001333333,0
5882,27/02/2012,2012,19,18.3,3.3,,,,,,,,,,,,,,,,,,,,27/02/2012,00:00:00,0.22,2.56,0.22,0.667083325,0.007,0.068,0.007,0.022208333,0.057,0.096,0.01,0.054458333,10.2,41.1,7.8,17.88749989,0.001,0.006,0.001,0.002125,0
5883,28/02/2012,2012,19,13,3.5,603,1,JALISCO,ZAPOPAN,10329527,203645,10329527-203645,103 29 52.7  -  20 36 45,FUMADORES,BOSQUEDEENCINO,SUPERFICIAL,28/02/2012,28/02/2012,0,,,,,0,28/02/2012,00:00:00,0.29,1.34,0.24,0.445833338,0.01,0.03,0.006,0.01375,0.061,0.116,0.018,0.069541666,9.8,28.1,5.2,13.5041667,0.001,0.004,0.001,0.001333333,1
5884,29/02/2012,2012,21,13,4.6,,,,,,,,,,,,,,,,,,,,29/02/2012,00:00:00,0.26,1.28,0.14,0.3425,0.017,0.039,0.006,0.016291667,0.055,0.096,0.021,0.06075,7,28.8,0,11.77500009,0.002,0.004,0.001,0.001416667,0
5885,01/03/2012,2012,21,16.5,4.3,,,,,,,,,,,,,,,,,,,,01/03/2012,00:00:00,0.36,2.83,0.27,0.787500001,0.013,0.073,0.008,0.026583333,0.058,0.134,0.008,0.062166667,7.3,47.7,4.7,18.27916676,0.001,0.008,0.001,0.002666667,0
5886,02/03/2012,2012,21,35.2,9.4,,,,,,,,,,,,,,,,,,,,02/03/2012,00:00:00,0.87,2.02,0.24,0.836249997,0.031,0.054,0.005,0.024416667,0.029,0.08,0.007,0.043208334,21.6,30.3,1.4,15.4791666,0.001,0.005,0.001,0.001916667,0
5887,03/03/2012,2012,19,22.2,5.4,,,,,,,,,,,,,,,,,,,,03/03/2012,00:00:00,0.61,2.33,0.19,0.643749997,0.03,0.067,0.004,0.022916667,0.034,0.09,0.011,0.05425,14.7,43.1,3.3,14.0833333,0.001,0.009,0.001,0.001875,0
5888,04/03/2012,2012,19,14.8,5.9,,,,,,,,,,,,,,,,,,,,04/03/2012,00:00:00,0.36,0.64,0.28,0.41625,0.007,0.019,0.003,0.009041667,0.068,0.107,0.054,0.077791667,51.4,55.4,17.4,30.01666681,0.001,0.001,0.001,0.001,0
5889,05/03/2012,2012,20,9.4,4.8,,,,,,,,,,,,,,,,,,,,05/03/2012,00:00:00,0.38,1.42,0.34,0.631250001,0.012,0.07,0.006,0.020333333,0.065,0.14,0.027,0.076333333,26.8,44.2,7,25.40833318,0.002,0.002,0.001,0.001125,0
5890,06/03/2012,2012,19,14.8,3.9,,,,,,,,,,,,,,,,,,,,06/03/2012,00:00:00,0.31,1.21,0.24,0.485833335,0.01,0.031,0.009,0.016958333,0.07,0.107,0.026,0.067083334,18,34,1,20.10000012,0.001,0.003,0.001,0.001375,0
5891,07/03/2012,2012,20,11.1,3.1,,,,,,,,,,,,,,,,,,,,07/03/2012,00:00:00,0.32,1.49,0.3,0.442500001,0.011,0.03,0.006,0.013125,0.063,0.108,0.012,0.068458334,8.4,22.8,1.1,13.86666662,0.001,0.003,0.001,0.001083333,0
5892,08/03/2012,2012,20,18.3,5.4,,,,,,,,,,,,,,,,,,,,08/03/2012,00:00:00,0.26,1.21,0.22,0.375,0.011,0.037,0.007,0.01275,0.073,0.099,0.029,0.073458333,14.8,21.1,8,14.22083326,0.001,0.003,0.001,0.001208333,0
5893,09/03/2012,2012,21,27.8,5.2,,,,,,,,,,,,,,,,,,,,09/03/2012,00:00:00,0.39,2.77,0.29,0.688749995,0.016,0.042,0.008,0.01925,0.053,0.129,0.01,0.06,12.1,42.3,2.1,16.8458333,0.001,0.01,0.001,0.002916667,0
5894,10/03/2012,2012,20,14.8,5.6,,,,,,,,,,,,,,,,,,,,10/03/2012,00:00:00,0.38,1.14,0.25,0.492499998,0.017,0.038,0.007,0.018208333,0.042,0.1,0.023,0.052875,11.6,37.3,7.2,16.29999999,0.001,0.003,0.001,0.001333333,0
5895,11/03/2012,2012,19,31.3,6.9,,,,,,,,,,,,,,,,,,,,11/03/2012,00:00:00,0.59,1.38,0.16,0.468749991,0.026,0.034,0.004,0.015125,0.03,0.096,0.017,0.054291667,15.7,30.8,2,11.77499994,0.001,0.006,0.001,0.0015,0
5896,12/03/2012,2012,19,16.5,4.8,,,,,,,,,,,,,,,,,,,,12/03/2012,00:00:00,0.26,1.92,0.25,0.576249996,0.009,0.05,0.008,0.0185,0.057,0.127,0.01,0.06325,6.2,26.5,4.4,14.15416678,0.001,0.007,0.001,0.002416667,0
5897,13/03/2012,2012,20,13,3.5,,,,,,,,,,,,,,,,,,,,13/03/2012,00:00:00,0.34,1.87,0.31,0.559583334,0.007,0.034,0.006,0.014958333,0.068,0.139,0.011,0.073208334,9.9,34.9,6.5,16.77083333,0.001,0.004,0.001,0.001791667,0
5898,14/03/2012,2012,20,11.1,3,,,,,,,,,,,,,,,,,,,,14/03/2012,00:00:00,0.38,1.81,0,0.656249998,0.013,0.036,0.009,0.018541667,0.062,0.114,0.029,0.064166667,13.1,31.9,0,16.60416669,0.001,0.001,0,4.17E-05,0
5899,15/03/2012,2012,20,18.3,4.6,,,,,,,,,,,,,,,,,,,,15/03/2012,00:00:00,0.24,1.87,0.1,0.414166663,0.009,0.056,0.008,0.022375,0.043,0.112,0.007,0.049458334,11.6,36.6,10.2,20.46249978,0,0,0,0,0
5900,16/03/2012,2012,21,27.8,7.2,,,,,,,,,,,,,,,,,,,,16/03/2012,00:00:00,0.29,1.58,0.23,0.477083335,0.013,0.046,0.006,0.017166667,0.048,0.079,0.009,0.042375,14.6,44.1,7.5,20.07499997,0,0,0,0,0
5901,17/03/2012,2012,20,16.5,4.1,,,,,,,,,,,,,,,,,,,,17/03/2012,00:00:00,0.34,2.34,0.3,0.752083324,0.016,0.074,0.006,0.024625,0.03,0.088,0.008,0.039333333,16.7,53.5,6.8,21.97083318,0,0,0,0,0
5902,18/03/2012,2012,21,31.3,10.2,,,,,,,,,,,,,,,,,,,,18/03/2012,00:00:00,0.23,0.4,0.14,0.20875,0.008,0.017,0.003,0.007625,0.037,0.061,0.019,0.042125,10.4,13.9,1.3,9.862499923,0,0,0,0,0
5903,19/03/2012,2012,19,31.3,7.4,,,,,,,,,,,,,,,,,,,,19/03/2012,00:00:00,0.28,0.72,0.21,0.379166666,0.018,0.024,0.004,0.011583333,0.021,0.057,0.01,0.035125,8.8,29.2,1.3,11.65833334,0,0.003,0,0.001208333,0
5904,20/03/2012,2012,17,25.9,7.4,,,,,,,,,,,,,,,,,,,,20/03/2012,00:00:00,0.31,0.84,0.26,0.386249999,0.01,0.023,0.004,0.01025,0.026,0.05,0.009,0.033541667,11.4,17.7,1.5,10.48750004,0.002,0.004,0.001,0.001625,0
5905,21/03/2012,2012,19,31.3,6.1,,,,,,,,,,,,,,,,,,,,21/03/2012,00:00:00,0.17,1.11,0.1,0.309583332,0.013,0.046,0.006,0.016291667,0.031,0.08,0.01,0.038083333,16.2,35.3,7.4,17.18333328,0.002,0.009,0.001,0.002625,0
5906,22/03/2012,2012,18,27.8,7.8,,,,,,,,,,,,,,,,,,,,22/03/2012,00:00:00,0.2,1.73,0.2,0.441666663,0.009,0.036,0.008,0.015041667,0.04,0.06,0.007,0.03675,23,31.3,7.8,16.33750004,0.001,0.007,0.001,0.002083333,0
5907,23/03/2012,2012,18,27.8,4.3,,,,,,,,,,,,,,,,,,,,23/03/2012,00:00:00,0.51,2.14,0.33,0.707083339,0.012,0.038,0.008,0.020041667,0.029,0.064,0.006,0.031833334,20.6,47.3,5.7,18.49999976,0.003,0.006,0,0.002291667,0
5908,24/03/2012,2012,19,18.3,5.4,,,,,,,,,,,,,,,,,,,,24/03/2012,00:00:00,0.29,1.57,0.27,0.593750002,0.017,0.047,0.006,0.019291667,0.028,0.063,0.005,0.032,8.6,33,7.4,17.40833328,0.004,0.007,0.001,0.002791667,0
5909,25/03/2012,2012,20,11.1,3.5,,,,,,,,,,,,,,,,,,,,25/03/2012,00:00:00,0.41,0.9,0.26,0.439999998,0.017,0.032,0.006,0.014,0.025,0.063,0.006,0.035625,14.5,49.6,2.8,14.85833332,0.002,0.006,0.001,0.001666667,0
5910,26/03/2012,2012,20,29.4,6.5,604,1,JALISCO,ZAPOPAN,1033554,204532,1033554-204532,103 35 54  -  20 45 32,QUEMADEBASUREROS,PASTIZALNATURAL,SUPERFICIAL,26/03/2012,26/03/2012,0,,,,,0,26/03/2012,00:00:00,0.31,1.4,0.22,0.492499996,0.015,0.041,0.006,0.016333333,0.023,0.065,0.005,0.033625,11.4,28.9,2.9,13.62500007,0.001,0.003,0.001,0.001208333,1
5911,27/03/2012,2012,20,27.8,6.7,,,,,,,,,,,,,,,,,,,,27/03/2012,00:00:00,0.24,1.51,0.18,0.408333337,0.006,0.031,0.006,0.013458333,0.029,0.083,0.006,0.036916667,11.8,30,5.3,14.3791667,0.001,0.005,0.001,0.001708333,0
5912,28/03/2012,2012,20,25.9,7.6,,,,,,,,,,,,,,,,,,,,28/03/2012,00:00:00,0.29,1.57,0.2,0.496666667,0.009,0.039,0.006,0.016083333,0.031,0.082,0.005,0.033041667,11.2,36.4,6.2,15.56666684,0.001,0.008,0.001,0.001958333,0
5913,29/03/2012,2012,21,25.9,6.9,605,1,JALISCO,ZAPOPAN,103357,204426,103357-204426,103 35 7  -  20 44 26,LIMPIADEDERECHOSDEVIA,PASTIZALNATURAL,SUPERFICIAL,29/03/2012,29/03/2012,0,,,,,0,29/03/2012,00:00:00,0.24,1.45,0.18,0.371250002,0.011,0.03,0.005,0.013,0.025,0.058,0.006,0.032875,10.6,30.5,0,12.57916667,0.001,0.003,0.001,0.001291667,1
5914,30/03/2012,2012,20,27.8,7.8,611,1,JALISCO,ZAPOPAN,10332355,204334,10332355-204334,103 32 35.5  -  20 43 3.4,FUMADORES,PASTIZALNATURAL,SUPERFICIAL,30/03/2012,30/03/2012,0,,,,,0,30/03/2012,00:00:00,0.35,1.76,0.21,0.427083332,0.016,0.039,0.005,0.014541667,0.031,0.059,0.007,0.03375,17.3,34.4,0,13.82083331,0.001,0.004,0.001,0.00125,1
