ID_TEMPERATURA,FECHA,AÑO,TEMPERATURA_MEDIA,VV_MAXIMA,VV_MEDIA,ID_INCENDIO,CLAVE,ESTADO,MUNICIPIO,COORDENADA_1,COORDENADA_2,COORDENADAS_REFERENCIA,COORDENADAS,CAUSA,TIPO_VEGETACION,TIPO_INCENDIO,FECHA_INICIO,FECHA_EXT,HECTAREAS,TIPO_IMPACTO,DETECCION,LLEGADA,DURACION,COSTOS,FECHA,HORA,CO,MAX(CO),MIN(CO),AVG(CO),NO2,MAX(NO2),MIN(NO2),AVG(NO2),O3,MAX(O3),MIN(O3),AVG(O3),PM10,MAX(PM10),MIN(PM10),AVG(PM10),SO2,MAX(SO2),MIN(SO2),AVG(SO2),BANDERA_INCENDIO
6358,17/06/2013,2013,23,20.6,5.6,,,,,,,,,,,,,,,,,,,,17/06/2013,00:00:00,0.621,1.053,0.095,0.390083331,0.007,0.025,0.003,0.009291667,0.034,0.06,0.011,0.036791667,19,27.5,15.2,20.52500002,0.001,0.001,0.001,0.001,0
6359,18/06/2013,2013,24,22.2,9.4,,,,,,,,,,,,,,,,,,,,18/06/2013,00:00:00,0.471,1.01,0.285,0.515625,0.01,0.028,0.002,0.010875,0.037,0.066,0.01,0.037416667,28.5,53.8,27.5,36.01666665,0.001,0.001,0.001,0.001,0
6360,19/06/2013,2013,23,25.9,9.3,,,,,,,,,,,,,,,,,,,,19/06/2013,00:00:00,0.336,1.274,0.257,0.575583337,0.005,0.036,0.004,0.013041667,0.032,0.069,0.009,0.040666667,27.8,53.7,14.4,33.44583337,0.001,0.001,0.001,0.001,0
6361,20/06/2013,2013,23,25.9,7.8,,,,,,,,,,,,,,,,,,,,20/06/2013,00:00:00,0.479,1.249,0.24,0.507583331,0.013,0.025,0.004,0.010375,0.048,0.048,0.003,0.025666667,46.2,47.7,15.4,31.87916668,0.001,0.001,0.001,0.001,0
6362,21/06/2013,2013,22,31.3,13.9,,,,,,,,,,,,,,,,,,,,21/06/2013,00:00:00,0.614,0.63,0.213,0.397541667,0.018,0.02,0.005,0.010666667,0.008,0.026,0.008,0.01575,23,29.8,6.4,17.45833325,0.001,0.001,0.001,0.001,0
6363,22/06/2013,2013,22,31.3,12.8,,,,,,,,,,,,,,,,,,,,22/06/2013,00:00:00,0.455,0.895,0.15,0.39579167,0.016,0.025,0.003,0.010083333,0.012,0.039,0.005,0.019125,22,49.1,3.7,21.27500009,0.001,0.002,0.001,0.001125,0
6364,23/06/2013,2013,22,18.3,6.1,,,,,,,,,,,,,,,,,,,,23/06/2013,00:00:00,1.319,1.319,0.295,0.523583338,0.028,0.028,0.004,0.010291667,0.002,0.037,0.002,0.018333334,23.4,30.7,6.1,15.36666675,0.001,0.001,0.001,0.001,0
6365,24/06/2013,2013,21,27.8,7,,,,,,,,,,,,,,,,,,,,24/06/2013,00:00:00,0.557,1.647,0.153,0.718083329,0.006,0.029,0.003,0.013,0.017,0.042,0.002,0.018666667,6.9,34.4,2.2,17.89999983,0.001,0.001,0.001,0.001,0
6366,25/06/2013,2013,20,20.6,8.7,,,,,,,,,,,,,,,,,,,,25/06/2013,00:00:00,0.939,1.227,0.192,0.447500004,0.021,0.022,0.007,0.013375,0.006,0.029,0.003,0.012875,30.3,35.3,11.2,24.42916671,0.001,0.001,0.001,0.001,0
6367,26/06/2013,2013,22,20.6,7.4,,,,,,,,,,,,,,,,,,,,26/06/2013,00:00:00,0.543,0.914,0.128,0.42308333,0.019,0.021,0.003,0.011583333,0.005,0.053,0.005,0.022791666,29,66.7,7.5,24.53749986,0.001,0.001,0.001,0.001,0
6368,27/06/2013,2013,21,14.8,6.5,,,,,,,,,,,,,,,,,,,,27/06/2013,00:00:00,0.177,1.428,0.153,0.463833333,0.005,0.028,0.003,0.012208333,0.018,0.101,0.006,0.037333334,12.3,46.9,4.5,22.23750003,0.001,0.001,0.001,0.001,0
6369,28/06/2013,2013,21,29.4,8.9,,,,,,,,,,,,,,,,,,,,28/06/2013,00:00:00,0.571,0.571,0.009,0.158624999,0.009,0.017,0.003,0.008916667,0.023,0.063,0.023,0.041291667,19.6,25.4,4.7,16.9375,0.001,0.001,0.001,0.001,0
6370,29/06/2013,2013,23,14.8,6.7,,,,,,,,,,,,,,,,,,,,29/06/2013,00:00:00,0.454,0.454,0,0.052375,0.01,0.02,0.003,0.009166667,0.04,0.059,0.013,0.038791666,21.1,36.5,11.2,19.8791666,0,0,0,0,0
6371,30/06/2013,2013,21,20.6,6.3,,,,,,,,,,,,,,,,,,,,30/06/2013,00:00:00,0,0,0,0,0.012,0.029,0.003,0.010458333,0.037,0.08,0.006,0.037333333,26.2,34.1,10.8,20.45416661,0,0,0,0,0
6372,01/07/2013,2013,22,31.3,6.9,,,,,,,,,,,,,,,,,,,,01/07/2013,00:00:00,0,0,0,0,0.024,0.024,0.007,0.013333333,0.014,0.058,0.008,0.027833333,29.5,37.1,19.4,26.18749984,0,0,0,0,0
6373,02/07/2013,2013,23,20.6,7,,,,,,,,,,,,,,,,,,,,02/07/2013,00:00:00,0,0,0,0,0.005,0.023,0.003,0.011708333,0.024,0.071,0.005,0.03125,16.2,43.9,12.5,27.23750039,0,0,0,0,0
6374,03/07/2013,2013,22,25.9,9.8,,,,,,,,,,,,,,,,,,,,03/07/2013,00:00:00,0,0,0,0,0.008,0.023,0.004,0.009875,0.031,0.06,0.013,0.032916667,12.3,54.5,7.3,26.1583335,0,0,0,0,0
6375,04/07/2013,2013,21,37,7.6,,,,,,,,,,,,,,,,,,,,04/07/2013,00:00:00,0,0,0,0,0.008,0.051,0.004,0.013583333,0.034,0.086,0.009,0.03875,11.3,37.4,9.2,20.19166676,0,0,0,0,0
6376,05/07/2013,2013,20,24.1,8.5,,,,,,,,,,,,,,,,,,,,05/07/2013,00:00:00,0,0,0,0,0.018,0.032,0.002,0.015166667,0.024,0.053,0.009,0.025916667,20.5,42.4,7.3,22.75000008,0,0,0,0,0
6377,06/07/2013,2013,20,16.5,8.1,,,,,,,,,,,,,,,,,,,,06/07/2013,00:00:00,0,0,0,0,0.013,0.017,0.007,0.01075,0.02,0.025,0.009,0.01775,37,37.7,9.2,21.28333334,0,0,0,0,0
6378,07/07/2013,2013,20,29.4,12.8,,,,,,,,,,,,,,,,,,,,07/07/2013,00:00:00,0,0,0,0,0.013,0.013,0.003,0.006208333,0.008,0.025,0.008,0.01575,9,14.4,1.5,6.879166643,0,0,0,0,0
6379,08/07/2013,2013,21,25.9,7.8,,,,,,,,,,,,,,,,,,,,08/07/2013,00:00:00,0,0,0,0,0.01,0.022,0.003,0.010875,0.01,0.035,0.004,0.013833333,8.2,24.1,1.7,14.04583341,0,0,0,0,0
6380,09/07/2013,2013,20,31.3,6.1,,,,,,,,,,,,,,,,,,,,09/07/2013,00:00:00,0,0,0,0,0.012,0.02,0.002,0.008666667,0.013,0.059,0.006,0.022708333,7.3,26.5,0.5,11.77916673,0,0,0,0,0
6381,10/07/2013,2013,19,18.3,3,,,,,,,,,,,,,,,,,,,,10/07/2013,00:00:00,0,0,0,0,0.013,0.02,0.004,0.0095,0.008,0.029,0.005,0.014875,12.7,45.1,7.8,20.02916664,0,0,0,0,0
6382,11/07/2013,2013,20,27.8,8.1,,,,,,,,,,,,,,,,,,,,11/07/2013,00:00:00,0,0,0,0,0.004,0.02,0.004,0.011541667,0.019,0.049,0.008,0.026208334,10,31.1,0,18.8374999,0,0,0,0,0
6383,12/07/2013,2013,20,24.1,7,,,,,,,,,,,,,,,,,,,,12/07/2013,00:00:00,0,0,0,0,0.009,0.03,0.008,0.014166667,0.028,0.06,0.009,0.028083333,23.2,55.4,18.8,33.93750032,0,0,0,0,0
6384,13/07/2013,2013,20,29.4,3.3,,,,,,,,,,,,,,,,,,,,13/07/2013,00:00:00,0,0,0,0,0.015,0.038,0.005,0.015,0.017,0.07,0.006,0.027416666,30.4,43.7,17.7,30.94583344,0,0,0,0,0
6385,14/07/2013,2013,21,22.2,6.3,,,,,,,,,,,,,,,,,,,,14/07/2013,00:00:00,0,0,0,0,0.022,0.034,0.004,0.014833333,0.01,0.062,0.005,0.030375,30.9,57,15.6,29.92916679,0,0,0,0,0
6386,15/07/2013,2013,22,33.5,7,,,,,,,,,,,,,,,,,,,,15/07/2013,00:00:00,0,0,0,0,0.009,0.027,0.003,0.0085,0.031,0.052,0.015,0.032375,22.7,29.3,5.6,18.38749999,0,0,0,0,0
6387,16/07/2013,2013,19,29.4,9.6,,,,,,,,,,,,,,,,,,,,16/07/2013,00:00:00,0,0,0,0,0.036,0.036,0.002,0.012666667,0.005,0.066,0.005,0.0355,27.2,31,8.4,15.13749993,0,0,0,0,0
6388,17/07/2013,2013,21,27.8,5.9,,,,,,,,,,,,,,,,,,,,17/07/2013,00:00:00,0,0,0,0,0.007,0.021,0.003,0.009125,0.031,0.059,0.013,0.03275,15,31.1,7,16.45416673,0,0,0,0,0
6389,18/07/2013,2013,21,25.9,6.9,,,,,,,,,,,,,,,,,,,,18/07/2013,00:00:00,0,0,0,0,0.005,0.02,0,0.006125,0.024,0.07,0,0.018,11.3,40.4,7.2,18.81666658,0,0,0,0,0
6390,19/07/2013,2013,20,29.4,5.2,,,,,,,,,,,,,,,,,,,,19/07/2013,00:00:00,0,0.785,0,0.215000001,0,0.024,0,0.005666667,0.005,0.082,0.002,0.025833333,10.3,44.9,6.9,21.94583358,0,0.001,0,0.000416667,0
6391,20/07/2013,2013,20,31.3,6.9,,,,,,,,,,,,,,,,,,,,20/07/2013,00:00:00,0.337,1.552,0.337,0.830791672,0.005,0.032,0.001,0.012958334,0.019,0.07,0.003,0.02775,18.2,25.3,10.3,15.94166664,0.001,0.001,0.001,0.001,0
6392,21/07/2013,2013,21,20.6,6.7,,,,,,,,,,,,,,,,,,,,21/07/2013,00:00:00,0.552,0.823,0.339,0.501666666,0.004,0.01,0.001,0.004458333,0.022,0.051,0.01,0.027166667,22.1,22.1,4,13.81666656,0.001,0.001,0.001,0.001,0
6393,22/07/2013,2013,21,22.2,3,,,,,,,,,,,,,,,,,,,,22/07/2013,00:00:00,0.369,1.583,0.369,0.801249993,0.003,0.039,0.002,0.014916667,0.02,0.067,0.002,0.021583333,8.7,52.7,5.2,21.01666673,0.001,0.001,0.001,0.001,0
6394,23/07/2013,2013,20,11.1,3.5,,,,,,,,,,,,,,,,,,,,23/07/2013,00:00:00,1.186,1.186,0.371,0.712208331,0.035,0.035,0.003,0.014375,0.002,0.079,0.001,0.031916667,18.2,29,6.3,17.06666674,0.001,0.001,0.001,0.001,0
6395,24/07/2013,2013,21,20.6,6.3,,,,,,,,,,,,,,,,,,,,24/07/2013,00:00:00,0.554,1.392,0.301,0.618708337,0.012,0.029,0.005,0.014875,0.033,0.065,0.002,0.029333334,22.4,36.3,11.7,23.8999999,0.001,0.001,0.001,0.001,0
6396,25/07/2013,2013,20,20.6,8.1,,,,,,,,,,,,,,,,,,,,25/07/2013,00:00:00,0.755,1.412,0.326,0.648583331,0.011,0.039,0.002,0.012458334,0.023,0.079,0.002,0.035166667,17.9,31.3,10.8,19.98333343,0.001,0.001,0.001,0.001,0
6397,26/07/2013,2013,21,14.8,4.4,,,,,,,,,,,,,,,,,,,,26/07/2013,00:00:00,1.339,1.699,0.398,0.732875001,0.036,0.036,0.002,0.01325,0.002,0.087,0.002,0.037416667,28.4,38.7,17.4,26.20833349,0.001,0.001,0.001,0.001,0
6398,27/07/2013,2013,22,9.4,3.3,,,,,,,,,,,,,,,,,,,,27/07/2013,00:00:00,0.461,1.712,0.367,0.821333333,0.008,0.037,0.003,0.017791667,0.026,0.132,0.002,0.039333333,25.5,64.4,15.5,34.99583364,0.001,0.001,0.001,0.001,0
6399,28/07/2013,2013,21,18.3,8.7,,,,,,,,,,,,,,,,,,,,28/07/2013,00:00:00,1.124,1.294,0.432,0.775791669,0.008,0.03,0.001,0.011291667,0.026,0.082,0.011,0.037125,18.5,24.3,4.2,15.07499993,0.001,0.002,0.001,0.001083333,0
6400,29/07/2013,2013,21,42.4,6.7,,,,,,,,,,,,,,,,,,,,29/07/2013,00:00:00,0.656,1.394,0.474,0.759541674,0.013,0.05,0.002,0.015083333,0.023,0.076,0.002,0.030541667,10.9,40.9,6.4,22.89583343,0.001,0.001,0.001,0.001,0
6401,30/07/2013,2013,21,14.8,3.5,,,,,,,,,,,,,,,,,,,,30/07/2013,00:00:00,0.513,1.118,0.42,0.614124995,0.007,0.04,0.001,0.008833334,0.037,0.063,0.013,0.036458334,19.6,53.4,13.5,22.86250011,0.001,0.001,0.001,0.001,0
6402,31/07/2013,2013,22,13,5.7,,,,,,,,,,,,,,,,,,,,31/07/2013,00:00:00,0.77,0.771,0.283,0.452749997,0.024,0.031,0.001,0.00725,0.027,0.068,0.015,0.039625,46.5,46.5,14.6,26.22916675,0.001,0.001,0.001,0.001,0
6403,01/08/2013,2013,21,18.3,5.9,,,,,,,,,,,,,,,,,,,,01/08/2013,00:00:00,0.516,1.094,0.429,0.739541667,0.015,0.023,0.001,0.010166667,0.037,0.191,0,0.023291667,42.5,43.4,14.9,29.92083327,0.001,0.001,0,0.000875,0
6404,02/08/2013,2013,21,9.4,2.4,,,,,,,,,,,,,,,,,,,,02/08/2013,00:00:00,0.88,0.88,0.377,0.551750003,0.015,0.021,0.003,0.008666667,0,0,0,0,31.7,36.1,16.7,25.26250013,0.001,0.001,0,0.000958333,0
6405,03/08/2013,2013,22,16.5,5.4,,,,,,,,,,,,,,,,,,,,03/08/2013,00:00:00,0.451,0.643,0.369,0.487416664,0.003,0.013,0.001,0.004791667,0,0,0,0,20.1,44.5,12,21.36249995,0.001,0.001,0.001,0.001,0
6406,04/08/2013,2013,20,29.4,9.6,,,,,,,,,,,,,,,,,,,,04/08/2013,00:00:00,0.535,1.014,0.378,0.607500006,0.009,0.032,0.001,0.011,0,0,0,0,27.3,27.3,3.9,14.74583338,0.001,0.001,0.001,0.001,0
6407,05/08/2013,2013,21,14.8,3.3,,,,,,,,,,,,,,,,,,,,05/08/2013,00:00:00,0.932,1.015,0.498,0.682125001,0.026,0.026,0.004,0.013166667,0,0.053,0,0.01625,22.3,30,15.6,24.03333306,0.001,0.001,0.001,0.001,0
6408,06/08/2013,2013,22,25.9,8,,,,,,,,,,,,,,,,,,,,06/08/2013,00:00:00,0.633,1.522,0.379,0.885708327,0.01,0.037,0.003,0.013291667,0.046,0.071,0,0.021916667,32.4,55.3,2.5,30.21250017,0.001,0.001,0,0.000916667,0
6409,07/08/2013,2013,22,18.3,7.2,,,,,,,,,,,,,,,,,,,,07/08/2013,00:00:00,0.699,1.104,0.454,0.67233333,0.005,0.018,0.001,0.006916667,0.029,0.108,0.014,0.042,19.1,51.6,13.2,23.80416691,0.001,0.001,0.001,0.001,0
6410,08/08/2013,2013,23,14.8,3.7,,,,,,,,,,,,,,,,,,,,08/08/2013,00:00:00,1.011,1.272,0.47,0.707499997,0.006,0.029,0.001,0.008625,0.03,0.068,0.002,0.035041667,25.3,40.4,15.1,27.56249972,0.001,0.001,0.001,0.001,0
6411,09/08/2013,2013,21,27.8,9.4,,,,,,,,,,,,,,,,,,,,09/08/2013,00:00:00,0.487,1.275,0.342,0.537000004,0.002,0.032,0.001,0.008,0.026,0.069,0.011,0.039416667,15.1,23.6,10.6,18.08333325,0.001,0.001,0.001,0.001,0
6412,10/08/2013,2013,21,29.4,9.8,,,,,,,,,,,,,,,,,,,,10/08/2013,00:00:00,0.349,0.973,0.349,0.51908333,0.001,0.019,0.001,0.005791667,0.027,0.058,0.022,0.040875,18.5,44.7,13.4,24.62083352,0.001,0.001,0.001,0.001,0
6413,11/08/2013,2013,20,20.6,6.5,,,,,,,,,,,,,,,,,,,,11/08/2013,00:00:00,0.447,1.173,0.447,0.628874996,0.005,0.026,0.003,0.010916667,0.043,0.043,0.007,0.026625,20.9,31.5,7.4,19.52916664,0.001,0.001,0.001,0.001,0
6414,12/08/2013,2013,20,25.9,7.6,,,,,,,,,,,,,,,,,,,,12/08/2013,00:00:00,0.823,2.319,0.38,0.768916667,0.03,0.041,0.003,0.014791667,0.004,0.048,0.002,0.022625,35,46.7,11.8,27.14999998,0.001,0.001,0.001,0.001,0
6415,13/08/2013,2013,20,18.3,5.2,,,,,,,,,,,,,,,,,,,,13/08/2013,00:00:00,2.958,2.958,0.178,0.727041662,0.038,0.038,0.004,0.016666667,0.002,0.052,0.002,0.021125,28.2,44.5,13.3,24.21666666,0.002,0.002,0.001,0.001041667,0
6416,14/08/2013,2013,21,18.3,6.9,,,,,,,,,,,,,,,,,,,,14/08/2013,00:00:00,1.087,1.319,0.338,0.626624998,0.032,0.042,0.002,0.012,0.002,0.048,0.002,0.024708334,28.4,44.2,8.2,17.47083318,0.001,0.002,0.001,0.001083333,0
6417,15/08/2013,2013,21,13,5.9,,,,,,,,,,,,,,,,,,,,15/08/2013,00:00:00,1.097,1.699,0.365,0.702833331,0.036,0.039,0.002,0.016333333,0.009,0.048,0.002,0.022625,42.2,46.8,14.3,27.43333364,0.001,0.001,0.001,0.001,0
6418,16/08/2013,2013,22,18.3,6.9,,,,,,,,,,,,,,,,,,,,16/08/2013,00:00:00,0.698,0.841,0.286,0.459833333,0.019,0.028,0.003,0.011125,0.023,0.056,0.005,0.034083334,30.1,47,18,25.82083337,0.001,0.001,0.001,0.001,0
6419,17/08/2013,2013,22,18.3,6.7,,,,,,,,,,,,,,,,,,,,17/08/2013,00:00:00,0.461,1.142,0.439,0.633083332,0.009,0.032,0.001,0.010583333,0.054,0.054,0.004,0.031375,35.5,43.4,13.1,23.74583328,0.001,0.001,0.001,0.001,0
6420,18/08/2013,2013,22,13,4.8,,,,,,,,,,,,,,,,,,,,18/08/2013,00:00:00,0.83,0.961,0.392,0.577041664,0.025,0.028,0.001,0.010416667,0.021,0.057,0.01,0.035375,39.2,39.2,12.5,23.37499996,0.001,0.001,0.001,0.001,0
6421,19/08/2013,2013,22,20.6,4.6,,,,,,,,,,,,,,,,,,,,19/08/2013,00:00:00,0.518,1.195,0.383,0.581833338,0.007,0.029,0.001,0.01,0.05,0.057,0.007,0.039708334,29.8,41.1,11.4,22.40833306,0.001,0.001,0.001,0.001,0
6422,20/08/2013,2013,22,24.1,7.2,,,,,,,,,,,,,,,,,,,,20/08/2013,00:00:00,0.471,1.328,0.447,0.645333331,0.007,0.04,0.001,0.010083333,0.038,0.057,0.004,0.036166667,25.6,51.3,11.8,23.05833336,0.001,0.002,0.001,0.001041667,0
6423,21/08/2013,2013,20,29.4,9.3,,,,,,,,,,,,,,,,,,,,21/08/2013,00:00:00,0.818,1.495,0.41,0.838500008,0.028,0.033,0.003,0.017583333,0.017,0.041,0.001,0.020416667,62.3,62.3,12.6,25.65416658,0.002,0.002,0.001,0.001041667,0
6424,22/08/2013,2013,19,18.3,4.6,,,,,,,,,,,,,,,,,,,,22/08/2013,00:00:00,1.14,1.685,0.489,0.858749996,0.028,0.029,0.001,0.014125,0.002,0.037,0.001,0.01625,20.4,38.6,10.1,22.42499995,0.001,0.001,0.001,0.001,0
6425,23/08/2013,2013,20,27.8,7.6,,,,,,,,,,,,,,,,,,,,23/08/2013,00:00:00,1.136,1.483,0.417,0.78287501,0.026,0.037,0.004,0.015416667,0.002,0.05,0.002,0.018083334,34.3,35.6,14.4,26.07083333,0.001,0.001,0.001,0.001,0
6426,24/08/2013,2013,20,14.8,4.3,,,,,,,,,,,,,,,,,,,,24/08/2013,00:00:00,0.572,1.431,0.504,0.746541666,0.01,0.03,0.001,0.009583333,0.024,0.071,0.009,0.034083333,27.3,68.3,0,22.51666661,0.001,0.001,0.001,0.001,0
6427,25/08/2013,2013,19,31.7,7.8,,,,,,,,,,,,,,,,,,,,25/08/2013,00:00:00,0.706,1.186,0.429,0.645458328,0.01,0.028,0.001,0.006541667,0.03,0.039,0.002,0.024708333,6.4,38.7,0.5,10.67083342,0.001,0.001,0,0.000916667,0
6428,26/08/2013,2013,19,18.3,8,,,,,,,,,,,,,,,,,,,,26/08/2013,00:00:00,1.129,2.004,0.37,0.888333333,0.024,0.024,0.001,0.011916667,0.004,0.024,0,0.010833333,16.8,50.3,6.2,17.35416671,0,0.002,0,0.001,0
6429,27/08/2013,2013,20,22.2,8.7,,,,,,,,,,,,,,,,,,,,27/08/2013,00:00:00,1.134,1.134,0.425,0.656791665,0.02,0.02,0.005,0.010625,0.002,0.024,0.001,0.009125,20.9,26.7,6.5,14.90416672,0.001,0.001,0.001,0.001,0
6430,28/08/2013,2013,21,35.2,13.1,,,,,,,,,,,,,,,,,,,,28/08/2013,00:00:00,0.29,1.726,0.29,0.757166669,0.007,0.029,0.002,0.009833333,0.006,0.027,0.001,0.010333333,11.4,51.4,4.6,19.74583356,0.001,0.002,0.001,0.00125,0
6431,29/08/2013,2013,19,25.9,6.9,,,,,,,,,,,,,,,,,,,,29/08/2013,00:00:00,1.087,2.004,0.443,0.992000001,0.027,0.034,0.001,0.016166667,0.001,0.031,0.001,0.011291667,14.3,37.1,13.1,21.00833325,0.001,0.001,0.001,0.001,0
6432,30/08/2013,2013,19,25.9,7.8,,,,,,,,,,,,,,,,,,,,30/08/2013,00:00:00,1.33,1.94,0.4,0.780125006,0.031,0.04,0.003,0.015958333,0.001,0.049,0.001,0.013416667,23.9,30.1,0,13.58333337,0.001,0.001,0,0.000708333,0
6433,31/08/2013,2013,20,14.8,4.4,,,,,,,,,,,,,,,,,,,,31/08/2013,00:00:00,1.12,2.432,0.009,0.448874992,0.027,0.032,0.007,0.017291667,0.001,0.045,0,0.012833333,0,42.2,0,11.99166667,0,0.001,0,0.000416667,0
6434,01/09/2013,2013,21,38.9,5,,,,,,,,,,,,,,,,,,,,01/09/2013,00:00:00,1.732,1.732,0,0.136916666,0.006,0.028,0.001,0.007416667,0.009,0.04,0.002,0.011625,18.8,30.3,4,15.62916664,0.001,0.001,0,0.00025,0
6435,02/09/2013,2013,19,25.9,4.6,,,,,,,,,,,,,,,,,,,,02/09/2013,00:00:00,0,1.444,0,0.28725,0.022,0.03,0.001,0.011541667,0.004,0.034,0.001,0.013791667,20.2,55,0,23.87500004,0.001,0.002,0,0.001,0
6436,03/09/2013,2013,20,22.2,6.1,,,,,,,,,,,,,,,,,,,,03/09/2013,00:00:00,0.399,0.801,0.137,0.445458332,0.006,0.036,0.001,0.012666667,0.018,0.018,0.003,0.010958333,19.2,42.4,7.7,22.21250014,0.001,0.002,0.001,0.001416667,0
6437,04/09/2013,2013,19,33.5,9.8,,,,,,,,,,,,,,,,,,,,04/09/2013,00:00:00,0.351,1.43,0.351,0.758791664,0.009,0.029,0.001,0.013833333,0.012,0.014,0.001,0.006125,18.6,24.4,5.6,16.49166677,0.002,0.002,0.001,0.001083333,0
6438,05/09/2013,2013,19,13,4.1,,,,,,,,,,,,,,,,,,,,05/09/2013,00:00:00,1.13,1.601,0.359,1.032166662,0.024,0.028,0.001,0.0175,0.001,0.006,0.001,0.002458333,15.2,30.6,5.4,18.39166679,0.001,0.001,0.001,0.001,0
6439,06/09/2013,2013,20,25.9,8.7,,,,,,,,,,,,,,,,,,,,06/09/2013,00:00:00,2.098,2.098,0.356,0.944999999,0.024,0.024,0.004,0.011833333,0.001,0.021,0.001,0.006458333,33.8,42.7,12.9,24.40416654,0.002,0.002,0.001,0.001166667,0
6440,07/09/2013,2013,20,14.8,6.5,,,,,,,,,,,,,,,,,,,,07/09/2013,00:00:00,0.364,1.078,0.364,0.571708332,0.003,0.025,0.001,0.007791667,0.007,0.015,0.001,0.007458333,11.4,14.7,5.2,9.362499992,0.001,0.001,0.001,0.001,0
6441,08/09/2013,2013,19,25.9,11.9,,,,,,,,,,,,,,,,,,,,08/09/2013,00:00:00,0.918,1.105,0.528,0.739000003,0.022,0.022,0.004,0.010708333,0.001,0.006,0.001,0.003041667,12.8,14,1.9,7.916666682,0.001,0.001,0.001,0.001,0
6442,09/09/2013,2013,20,22.2,5,,,,,,,,,,,,,,,,,,,,09/09/2013,00:00:00,1.22,1.457,0.244,0.664166673,0.017,0.018,0.001,0.009541667,0.001,0.007,0.001,0.002541667,8.8,32,4.7,14.94999993,0.001,0.002,0.001,0.001125,0
6443,10/09/2013,2013,21,14.8,4.6,,,,,,,,,,,,,,,,,,,,10/09/2013,00:00:00,0.246,1.373,0.246,0.686958332,0.001,0.024,0.001,0.008791667,0.005,0.026,0.001,0.0075,5.5,28.7,5.3,16.39583339,0.001,0.001,0.001,0.001,0
6444,11/09/2013,2013,21,25.9,5.7,,,,,,,,,,,,,,,,,,,,11/09/2013,00:00:00,0.662,1.434,0.425,0.796,0.017,0.032,0.001,0.012666667,0.003,0.024,0.001,0.00575,18.4,66.8,4.8,20.51666687,0.001,0.001,0.001,0.001,0
6445,12/09/2013,2013,22,27.8,10.7,,,,,,,,,,,,,,,,,,,,12/09/2013,00:00:00,0.55,1.041,0.421,0.586250002,0.006,0.019,0.001,0.005416667,0.007,0.015,0.001,0.007583333,24.7,24.7,1.7,12.01250007,0.001,0.001,0.001,0.001,0
6446,13/09/2013,2013,22,27.8,11.5,,,,,,,,,,,,,,,,,,,,13/09/2013,00:00:00,0.493,0.755,0.352,0.525208334,0.007,0.014,0.001,0.005541667,0.008,0.017,0.007,0.011333333,12,16.6,5.2,10.97083338,0.001,0.001,0.001,0.001,0
6447,14/09/2013,2013,20,20.6,9.1,,,,,,,,,,,,,,,,,,,,14/09/2013,00:00:00,0.602,0.769,0.397,0.535250001,0.012,0.013,0.001,0.005416667,0.008,0.018,0.007,0.012666667,14.8,17,5.1,11.24583332,0.001,0.001,0.001,0.001,0
6448,15/09/2013,2013,19,24.1,9.6,,,,,,,,,,,,,,,,,,,,15/09/2013,00:00:00,0.537,0.708,0.415,0.559333331,0.005,0.01,0.001,0.004083333,0.008,0.008,0.005,0.006416667,8.6,17.3,1,6.141666651,0.001,0.001,0.001,0.001,0
6449,16/09/2013,2013,18,27.8,13.1,,,,,,,,,,,,,,,,,,,,16/09/2013,00:00:00,0.671,0.89,0.34,0.583500003,0.01,0.018,0.001,0.007916667,0.005,0.01,0.001,0.006416667,7.3,12.7,0.7,6.233333367,0.001,0.001,0.001,0.001,0
6450,17/09/2013,2013,20,20.6,6.5,,,,,,,,,,,,,,,,,,,,17/09/2013,00:00:00,0.96,1.778,0.544,0.806499995,0.017,0.02,0.006,0.012,0.001,0.008,0,0.002416667,11.5,20.7,7.1,13.1541666,0.001,0.001,0.001,0.001,0
6451,18/09/2013,2013,20,16.5,4.3,,,,,,,,,,,,,,,,,,,,18/09/2013,00:00:00,0.768,2.095,0.461,0.875458339,0.013,0.026,0.006,0.012958333,0.001,0.02,0,0.006375,17.8,55.9,8.1,24.89999998,0.001,0.002,0.001,0.001041667,0
6452,19/09/2013,2013,21,18.3,4.6,,,,,,,,,,,,,,,,,,,,19/09/2013,00:00:00,0.469,1.601,0.469,0.884416666,0.006,0.031,0.001,0.012458334,0.004,0.03,0.001,0.009166667,14,55.5,6.9,24.26666657,0.001,0.001,0.001,0.001,0
6453,20/09/2013,2013,22,24.1,7,,,,,,,,,,,,,,,,,,,,20/09/2013,00:00:00,0.704,1.181,0.419,0.585583334,0.009,0.012,0.002,0.006166667,0.005,0.007,0,0.002458333,17.6,25.5,6.5,13.93333344,0.001,0.001,0.001,0.001,0
6454,21/09/2013,2013,21,27.8,7,,,,,,,,,,,,,,,,,,,,21/09/2013,00:00:00,0.412,1.326,0.412,0.667750006,0.002,0.027,0.001,0.005541667,0,0,0,0,8.4,23.9,3.7,12.52083324,0.001,0.001,0.001,0.001,0
6455,22/09/2013,2013,20,24.1,7.4,,,,,,,,,,,,,,,,,,,,22/09/2013,00:00:00,0.745,0.781,0.468,0.602625,0.009,0.015,0.002,0.007,0,0,0,0,22.2,22.2,2.8,10.95416664,0.001,0.001,0.001,0.001,0
